id,name,slug,origin
b2bc75ff-fd55-4bdf-85bb-3228e2c59456,"Tirzepatide Injections",tirzepatide-injections,ai
d21c0451-8998-4efc-a7e7-6d9e84a3e8fd,"Toenail Fungus Laser Treatment",toenail-fungus-laser-treatment,ai
ae188022-d4f4-48fd-9f9c-e5a9ea101516,"TriaWave Lifting Facial",triawave-lifting-facial,ai
1629db62-43d9-4f67-8074-b4c2f76ef9f5,"Ultimate Duo Laser",ultimate-duo-laser,ai
afff5ad1-315d-4f2a-8613-6260f7a3e217,"Ultra Slim Red Light Therapy",ultra-slim-red-light-therapy,ai
29f3eacf-814a-46b5-b445-1f27792257f0,"Ultra Smooth Green Light Therapy",ultra-smooth-green-light-therapy,ai
27b65afb-e295-4507-acc9-cd24ada8553e,"Under-Eye Filler",under-eye-filler,ai
5b74f19c-13f9-4805-ab66-b367a9262741,"VAMP Facial Treatment",vamp-facial-treatment,ai
2dac1f0a-9021-42ca-982c-481766dc1977,"Virtue RF Body",virtue-rf-body,ai
30c2abb5-be51-4c21-86c2-9368a7dab973,"Virtue RF Face",virtue-rf-face,ai
a82d5e9e-3e10-4627-8b48-b5de9ba2a127,"Vitamin IM Shots",vitamin-im-shots,ai
81391bd2-de47-4d41-9824-2370c5022e89,"Vitamin IV Drips",vitamin-iv-drips,ai
ec86dc13-1e1f-40f8-a888-3d27d9456955,"Vitamin IV Push",vitamin-iv-push,ai
d73b42a8-fdc8-4f4d-8fab-0bd5d974dc2c,"Vitamin Therapy for Athletic Recovery",vitamin-therapy-for-athletic-recovery,ai
654d1b4e-4de5-40d7-a273-46722aa13da1,"Volbella",volbella,ai
34116354-81c9-4dbf-a114-1a59f0c53527,"Xerf Skin Tightening",xerf-skin-tightening,ai
fcbcb6f2-2116-4ad4-ae75-6baf44859835,"ZO Skincare",zo-skincare,ai
